A8,0.4,24:44.3
A9,0.8,30:47.6
A11,0.4,23:08.7
A12,1,34:00.0
A13,1,20:54.9
A14,0.8,18:15.5
A15,0.4,36:56.4
A18,0.4,20:09.5
A19,0.4,13:41.2
A20,0.6,27:44.1
A21,1,29:57.4
A22,0.6,18:07.0
B26,0.2,22:44.8
B28,0.4,19:12.3
B29,0.6,23:41.0
